chromosome,position,stringtie_id,remove_st,DTS_checked,WRF_checked,spliced_in_intron,isoseq_hq_id,pinfish_id,isoseq_singleton_id,manual,NCBItxome,PleuroTranscripts,augustus,gene_name,interesting,comment,Timestamp
c10,5281383,B1_LR.8390,,,y,,,,,,,,,,,,
c10,5300073,B1_LR.8391,,,y,,,,,,,,,,mutually exclusive exons,likely misassembly,05/02/2020 06:47
c10,5306837,,,y,,,,,,,,scaffold1583_1_size20887_gene_12862Barcelona,,,,,08/21/2020
c10,5321207,,,y,,,,,,,GHXS01103091.1,,,,,,08/21/2020
c10,5344241,B1_LR.8392,,,y,,,,,,,,,,,,
c10,5359860,B1_LR.8393,,,y,,,,,,,,,,,,
c10,5362044,B1_LR.8394,,,y,,,,,,,,,,,,
c10,5382904,B1_LR.8395,,,y,,,,,,,,,,,,
c10,5388586,B1_LR.8396,y,,y,,PB.1322.1,,,,,,,,,mess,
c10,5391397,B1_LR.8397,y,,y,,PB.1321.1,,,,,,,,,mess,
c10,5398761,B1_LR.8398,,,y,,,,,,,,,,,,
c10,5427360,,,,y,,,,PBsin.1316.2,,,,,,,use m64069_191014_095439/162922966/ccs,
c10,5427369,B1_LR.8399,y,,y,,PB.1324.3,,,,,,,,,long fusion,
c10,5433386,B1_LR.8400,,,y,,,,,,,,,,,,
c10,5447547,,,y,,,,,,,GHXS01114433.1,,,,,,08/21/2020
c10,5456005,B1_LR.8401,,,y,,,,,,,,,,,,
c10,5458179,B1_LR.8402,,,y,,,,,,,,,,,,
c10,5486914,B1_LR.8403,,,y,,,,,,,,,,,,
c10,5494466,B1_LR.8404,,,y,,,,,,,,,,,,
c10,5506575,,,y,,,,,,,GHXS01106460.1,,,,,,08/21/2020
c10,5507445,B1_LR.8405,y,,y,,"PB.1328.3, PB.1328.2, PB.1328.1",,,,,,,,,fusion,
c10,5515896,,,,y,,"PB.1329.1, PB.1329.5",,,,,,,,,fused,
c10,5520511,B1_LR.8406,y,,y,,PB.1330.2,,,,,,,,,first exon fusion,
c10,5526020,,,,y,,PB.1331.1,,,,,,,,,missing,
c10,5528257,,,,y,,PB.1332.1,,,,,,,,,fused,
c10,5532683,B1_LR.8407,,,y,,,,,,,,,,,,
c10,5538143,B1_LR.8408,,,y,antisense,,,,,,,,,,,
c10,5543382,,,,y,,PB.1335.1,,,,,,,,,missing,
c10,5544332,,,,y,,PB.1336.1,,,,,,,,,missing,
c10,5544983,,,,y,,PB.1337.1,,,,,,,,,missing,
c10,5555162,B1_LR.8409,,,y,,,,,,,,,,,FORWARD STRAND,
c10,5565368,B1_LR.8410,y,,y,,PB.1338.2,,,,,,,,,no strand,
c10,5569388,B1_LR.8411,,,y,,,,,,,,,,,,
c10,5578802,B1_LR.8412,,,y,,,,,,,,,,,,
c10,5580830,,,y,,,,,,,,scaffold3652_1_size9440_gene_20823Barcelona,,,,,08/21/2020
c10,5585092,B1_LR.8413,,,y,,,,,,,,,,,,
c10,5588622,B1_LR.8414,,,y,,,,,,,,,,,,
c10,5615012,,,,y,,PB.1343.1,,,,,,,,,missing,
c10,5616117,B1_LR.8415,,,y,,,,,,,,,,,,
c10,5626337,B1_LR.8416,,,y,,,,,,,,,,,,
c10,5629943,B1_LR.8417,,,y,,,,,,,,,,split in ML2,,
c10,5675404,B1_LR.8418,,,y,,,,,,,,,,,,
c10,5681291,B1_LR.8419,y,,y,,,5a84533d-6e41-43e0-9d2e-445d76804441,,,,,,,,better isoform,
c10,5685466,B1_LR.8420,,,y,,,,,,,,,,,,
c10,5687718,,,y,,,,,,,,scaffold1185_1_size27061_gene_10363Barcelona,,,,,08/21/2020
c10,5690148,,,y,,,,,,,GHXS01027321.1,,,,,,08/21/2020
c10,5707745,B1_LR.8421,y,,y,,,,,,,,g25336,,possibly incomplete use g25336,,
c10,5722387,B1_LR.8422,,,y,,,,,,,,,,,,
c10,5744135,B1_LR.8423,,,y,,,,,,,,,,,,
c10,5756869,,,y,,,,,,,,scaffold3259_1_size10267_gene_19680Barcelona,,,,,08/21/2020
c10,5764387,,,y,,,,,,,,scaffold99_1_size105867_gene_1068Barcelona,,,,,08/21/2020
c10,5771021,,,y,,,,,,,,scaffold134_1_size95161_gene_1426Barcelona,,,,,08/21/2020
c10,5779615,B1_LR.8424,,,y,,,,,,,,,,,,
c10,5795391,B1_LR.8425,,,y,,,,,,,,,,,,
c10,5802424,B1_LR.8426,,,y,,,,,,,,,,,,
c10,5818999,B1_LR.8427,y,,y,,PB.1354.1,,,,,,,,,no strand,
c10,5824609,B1_LR.8428,,,y,,,,,,,,,,,,
c10,5844260,B1_LR.8429,,,y,,,,,,,,,,,,
c10,5855377,B1_LR.8430,,,y,,,,,,,,,,,,
c10,5873041,,,y,,,,,,,GHXS01100857.1,,,,,,08/21/2020
c10,5875487,B1_LR.8431,y,,y,,PB.1359,,,,,,,,,better isoform,
c10,5890801,B1_LR.8432,,,y,antisense,,,,,,,,,,,
c10,5890801,B1_LR.8433,y,,y,,,,,,,,,,,,
c10,5918590,B1_LR.8434,,,y,,,,,,,,,,,,
c10,5921522,B1_LR.8435,,,y,,,,,,,,,,,,
c10,5931176,B1_LR.8436,,,y,,,,,,,,,,,,
c10,5933961,B1_LR.8437,,,y,,,,,,,,,,,MISASSEMBLY truncated gene,07/14/2020 01:32
c10,5942603,B1_LR.8438,,,y,,,,,,,,,,,REVERSE STRAND,
c10,5944571,,,y,,,,,,,GHXS01019365.1,,,,,,08/21/2020
c10,5950364,B1_LR.8439,,,y,,,,,,,,,,,REVERSE STRAND,
c10,5957550,B1_LR.8441,,,y,,,,,,,,,,,,
c10,5975411,B1_LR.8440,y,,y,,PB.1364.9,,,,,,,,,mismap,
c10,5988905,B1_LR.8442,,,y,,,,,,,,,,,,
c10,5992947,B1_LR.8443,,,y,,,,,,,,,,,,
c10,6013028,B1_LR.8444,,,y,,,,,,,,,,,,
c10,6017482,,,y,,,,,,,GHXS01048372.1,,,,,,08/21/2020
c10,6042947,B1_LR.8445,y,,y,,PB.1368.2,,,,,,,,,wrong strand,
c10,6042947,B1_LR.8446,y,,y,,,,,,,,,,,,
c10,6055734,B1_LR.8447,y,,y,,PB.1369.1,,,,,,,,,fusion,
c10,6057297,,,,"y
",,"PB.1369.7, PB.1369.9",,,,,,,,,fused,
c10,6091742,B1_LR.8448,,,y,,,,,,,,,,,,
c10,6107008,B1_LR.8449,y,,y,,PB.1370.1,,,,,,,,,better isoform,
c10,6121190,,,y,,,,,,,GHXS01051514.1,,,,,,08/21/2020
c10,6130653,B1_LR.8450,,,y,,,,,,,,,,,,
c10,6150129,B1_LR.8451,,,y,,,,,,,,,,,,
c10,6157483,B1_LR.8452,,,y,,,,,,,,,,,,
c10,6166991,B1_LR.8453,,,y,,,,,,,,,,,,
c10,6189659,B1_LR.8454,,,y,,,,,,,,,,,,
c10,6201148,B1_LR.8455,,,y,,,,,,,,,,,,
c10,6208364,B1_LR.8456,y,,y,,"PB.1379.3, PB.1379.4, PB.1379.5",,,,,,,,,first exon fusion,
c10,6231427,,,,y,,"PB.1379.22, PB.1379.34",,,,,,,,,first exon fusion,
c10,6241653,,,y,,,,,,,GHXS01013058.1,,,,,,08/21/2020
c10,6251860,,,,y,,"PB.1379.35, PB.1379.36",,,,,,,,,first exon fusion,
c10,6285911,,,y,,,,,,,GHXS01068771.1,,,,,,08/21/2020
c10,6294722,B1_LR.8457,,,y,,,,,,,,,,,,
c10,6307813,B1_LR.8458,,,y,,,,,,,,,,,,
c10,6315365,B1_LR.8459,,,y,,,,,,,,,,,,
c10,6323676,B1_LR.8460,,,y,,,,,,,,,,,,
c10,6328895,B1_LR.8461,,,y,,,,,,,,,,,,
c10,6334298,,,,y,,PB.1385.1,,,,,,,,,missing,
c10,6342557,B1_LR.8462,,,y,,,,,,,,,,,,
c10,6345991,B1_LR.8463,,,y,antisense,,,,,,,,,,,
c10,6383136,,,y,,,,,,,GHXS01011289.1,,,,,,08/21/2020
c10,6437029,B1_LR.8464,,,y,,,,,,,,,,,,
c10,6440672,B1_LR.8465,,,y,,,,,,,,,,,,
c10,6463962,B1_LR.8466,,,y,,"PB.1389.4, PB.1389.5",,,,,,,,,add isoforms,
c10,6487717,B1_LR.8467,,,y,,,,,,,,,,,,
c10,6492386,,,y,,,,,,,,scaffold53_1_size134753_gene_587Barcelona,,,,,08/21/2020
c10,6506302,B1_LR.8468,,,y,,,,,,,,,,,,
c10,6510318,B1_LR.8469,,,y,,,,,,,,,,,,
c10,6533966,B1_LR.8470,,,y,,,,,,,,,,,,
c10,6555378,B1_LR.8472,,,y,,,,,,,,,,,,
c10,6563137,B1_LR.8473,,,y,,,,,,,,,,,,
c10,6577099,B1_LR.8474,,,y,,,,,,,,,,,,
c10,6589111,B1_LR.8475,,,y,,,,,,,,,,,,
c10,6599165,,,y,,,,,,,GHXS01096476.1,,,,,,08/21/2020
c10,6599492,,,y,,,,,,,,scaffold136_1_size94952_gene_1443Barcelona,,,,,08/21/2020
c10,6618577,B1_LR.8471,y,,y,,PB.1393.9,,,,,,,,,mismap,
c10,6638318,,,y,,,,,,,,scaffold02049_gene_3486Gainesville,,,,,08/21/2020
c10,6652925,B1_LR.8476,y,,y,,PB.1396.1,,,,,,,,,no strand,
c10,6656745,B1_LR.8477,,,y,,,,,,,,,,,,
c10,6675167,B1_LR.8478,,,y,,,,,,,,,,,,
c10,6685147,B1_LR.8479,y,,y,,PB.1399.1,,,,,,,,,no strand,
c10,6698066,B1_LR.8480,y,,y,,PB.1401.1,,,,,,,,,run on,
c10,6708634,,,y,,,,,,,,scaffold610_1_size44116_gene_6130Barcelona,,,,,08/21/2020
c10,6711968,B1_LR.8481,,,y,,,,,,,,,,,,
c10,6727060,B1_LR.8482,,,y,,,,,,,,,,synteny in ML,,
c10,6729759,B1_LR.8483,,,y,antisense,,,,,,,,,synteny in ML,,
c10,6756913,B1_LR.8484,y,,y,,PB.1405.1,,,,,,,,,better isoform,
c10,6768975,B1_LR.8485,,,y,,PB.1406.3,,,,,,,,,add isoform,
c10,6794359,B1_LR.8486,,,y,,,,,,,,,,,,
c10,6826964,B1_LR.8487,,,y,,,,,,,,,,,,
c10,6839024,B1_LR.8488,y,,y,,PB.1408.1,,,,,,,,,no strand,
c10,6840600,,,,y,,PB.1409.1,,,,,,,,,missing,
c10,6843881,B1_LR.8489,,,y,,,,,,,,,,,,
c10,6846383,B1_LR.8490,,,y,,,,,,,,,,,,
c10,6851262,,,y,,,,,,,GHXS01067195.1,,,,,,08/21/2020
c10,6854906,B1_LR.8491,,,y,,,,,,,,,,,,
c10,6866943,B1_LR.8492,,,y,,,,,,,,,,,,
c10,6868188,B1_LR.8493,,,y,,,,,,,,,,,,
c10,6868188,B1_LR.8494,y,,y,,,,,,,,,,,error,
c10,6887073,B1_LR.8495,y,,y,,PB.1416.1,,,,,,,,,run on,
c10,6899735,B1_LR.8496,,,y,,PB.1415.1,,,,,,,,,add isoform,
c10,6930213,B1_LR.8497,,,y,,,,,,,,,,synteny in ML,,
c10,6940181,B1_LR.8498,,,y,antisense,,,,,,,,,synteny in ML,,
c10,6945458,,,y,,,,,,,GHXS01074962.1,,,,,,08/21/2020
c10,6953091,B1_LR.8499,,,y,antisense,,,,,,,,,,,
c10,6969815,B1_LR.8500,,,y,,,,,,,,,,,,
c10,6971319,B1_LR.8501,y,,y,,PB.1419.1,,,,,,,,,no strand,
c10,6974117,B1_LR.8502,y,,y,,PB.1420.1,,,,,,,,,no strand,
c10,6975794,B1_LR.8503,y,,y,,"PB.1421.1, PB.1421.2",,,,,,,,,fusion,
c10,6980329,,,,y,,"PB.1422.1, PB.1422.2",,,,,,,,,fused,
c10,6987596,B1_LR.8504,,,y,,,,,,,,,,,,
c10,6991048,B1_LR.8505,,,y,,,,,,,,,,,,
c10,6995807,B1_LR.8506,,,y,,,,,,,,,,,,
c10,7008237,B1_LR.8507,,,y,,,,,,,,,,,,
c10,7036370,B1_LR.8508,,,y,,,,,,,,,,,,
c10,7045977,B1_LR.8509,,,y,,,,,,,,,,,,
c10,7054511,B1_LR.8510,,,y,,,,,,,,,,,,
c10,7062361,B1_LR.8511,,,y,,,,,,,,,,,,
c10,7076672,B1_LR.8512,,,y,,,,,,,,,,,,
c10,7079285,B1_LR.8513,y,,y,,PB.1431.2,,,,,,,,,no strand,
c10,7089261,B1_LR.8514,,,y,,,,,,,,,,,,
c10,7089261,B1_LR.8515,y,,y,,,,,,,,,,,low cov,
c10,7096532,B1_LR.8516,,,y,,,,,,,,,,,,
c10,7107027,B1_LR.8517,,,y,,,,,,,,,,synteny in ML,,
c10,7111900,B1_LR.8518,,,y,antisense,,,,,,,,,,,
c10,7115877,B1_LR.8519,,,y,antisense,,,,,,,,,synteny in ML,,
c10,7139025,B1_LR.8520,,,y,,,,,,,,,,,,
c10,7150307,B1_LR.8521,,,y,,,,,,,,,,,,
c10,7157751,B1_LR.8522,,,y,,,,,,,,,,,,
c10,7174133,B1_LR.8523,,,y,,,,,,,,,,,,
c10,7185064,B1_LR.8524,,,y,,,,,,,,,,,,
c10,7194208,B1_LR.8525,,,y,,,,,,,,,,,,
c10,7207015,B1_LR.8526,,,y,,,,,,,,,,,,
c10,7210135,B1_LR.8527,,,y,,,,,,,,,,,,
c10,7215909,B1_LR.8528,,,y,,,,,,,,,,,,
c10,7217563,B1_LR.8529,,,y,,,,,,,,,,,,
c10,7224591,B1_LR.8530,,,y,,,,,,,,,,,,
c10,7234434,,,y,,,,,,,GHXS01085872.1,,,,,,08/21/2020
c10,7236542,,,y,,,,,,,GHXS01040846.1,,,,,,08/21/2020
c10,7237403,,,y,,,,,,,GHXS01042561.1,,,,,,08/21/2020
c10,7238262,B1_LR.8531,,,y,antisense,,,,,,,,,maybe split,,
c10,7242801,B1_LR.8532,,,y,antisense,,,,,,,,,maybe split,,
c10,7254596,B1_LR.8533,,,y,,,,,,,,,,,,
c10,7254596,B1_LR.8534,y,,y,,,,,,,,,,,,
c10,7262843,B1_LR.8535,,,y,,,,,,,,,,,,
c10,7272117,B1_LR.8536,,,y,,,,,,,,,,,,
c10,7277684,B1_LR.8537,,,y,,,,,,,,,,,,
c10,7286234,B1_LR.8538,,,y,,,,,,,,,,,,
c10,7302474,B1_LR.8539,,,y,,,,,,,,,,,,
c10,7309465,B1_LR.8540,,,y,,,,,,,,,,,,
c10,7320683,B1_LR.8541,,,y,,,,,,,,,,,,
c10,7330478,B1_LR.8542,,,y,,,,,,,,,,,,
c10,7336994,B1_LR.8543,,,y,,,,,,,,,,,,
c10,7360652,B1_LR.8544,y,,y,,PB.1460.1,,,,,,,,,no strand,
c10,7361550,,,,y,,PB.1461.1,,,,,,,,,missing,
c10,7364861,B1_LR.8545,,,y,,,,,,,,,,,,
c10,7374042,B1_LR.8546,y,,y,,PB.1463.1,,,,,,,,,,
c10,7374042,B1_LR.8547,y,,y,,,,,,,,,,,,
c10,7383143,B1_LR.8548,,,y,,,,,,,,,,,,
c10,7388343,B1_LR.8549,y,,y,,PB.1465.1,,,,,,,,,no strand,
c10,7391617,B1_LR.8550,,,y,,,,,,,,,,,,
c10,7394556,B1_LR.8551,,,y,,,,,,,,,,,,
c10,7401113,B1_LR.8552,,,y,,,,,,,,,,,,
c10,7405802,B1_LR.8553,,,y,,,,,,,,,,,,
c10,7412929,B1_LR.8554,,,y,,,,,,,,,,,,
c10,7432604,B1_LR.8555,,,y,,,,,,,,,,,,
c10,7439240,B1_LR.8556,y,,y,,,7a279d26-a33d-4446-b789-0e5f46b163c4,,,,,,,,no strand,
c10,7440260,,,y,,,,,,,GHXS01083431.1,,,,,,08/21/2020
c10,7445754,B1_LR.8557,,,y,,,,,,,,,,,,
c10,7454281,,,y,,,,,,,GHXS01013019.1,,,,,,08/21/2020
c10,7455888,B1_LR.8558,,,y,,,,,,,,,,,,
c10,7466635,B1_LR.8559,,,y,,,,,,,,,,,,
c10,7470706,B1_LR.8560,,,y,antisense,,,,,,,,,,,
c10,7495975,B1_LR.8561,,,y,,,,,,,,,,,,
c10,7510390,B1_LR.8562,,,y,,,,,,,,,,,,
c10,7512797,,,y,,,,,,,GHXS01044296.1,,,,,,08/21/2020
c10,7522277,B1_LR.8563,,,y,,,,,,,,,,,,
c10,7538784,,,,y,,,2e6c5137-4888-4454-bed7-89086af4b743,,,,,,,,add m64069_191014_095439/57214566/ccs,
c10,7547669,B1_LR.8564,,,y,,,,,,,,,,,,
c10,7549151,B1_LR.8565,,,y,,,,,,,,,,,,
c10,7559184,B1_LR.8566,,,y,,,,,,,,,,,,
c10,7566334,B1_LR.8567,,,y,,,,,,,,,,,,
c10,7575167,B1_LR.8568,,,y,,,,,,,,,,,,
c10,7575167,B1_LR.8569,y,,y,,,,,,,,,,,,
c10,7575167,B1_LR.8570,y,,y,,,,,,,,,,,,
c10,7593171,B1_LR.8571,,,y,,,,,,,,,,,,
c10,7600929,,,y,,,,,,,,scaffold7147_1_size4452_gene_28699Barcelona,,,,,08/21/2020
c10,7609097,B1_LR.8572,y,,y,,,40eb091f-f1b0-4b75-8d8f-45d2d5b88074,,,,,,,,no strand,
c10,7610873,B1_LR.8573,,,y,,PB.1482.3,,,,,,,,,add isoform,
c10,7610873,B1_LR.8574,y,,y,,,,,,,,,,,merge,
c10,7610873,B1_LR.8575,y,,y,,,,,,,,,,,merge,
c10,7630970,,,y,,,,,,,GHXS01113751.1,,,,,,08/21/2020
c10,7657771,B1_LR.8576,,,y,,PB.1483.1,,,,,,,,,add isoform,
c10,7680647,B1_LR.8577,,,y,,,,,,,,,,,,
c10,7685434,,,y,,,,,,,,scaffold2091_1_size15961_gene_15279Barcelona,,,,,44064
c10,7687722,,,,y,,PB.1486.1,,,,,,,,,fused,
c10,7689618,B1_LR.8578,y,,y,,"PB.1485.1, PB.1485.2, PB.1485.3, PB.1485.4",,,,,,,,,fusion,
c10,7689618,B1_LR.8579,y,,y,,,,,,,,,,,low cov,
c10,7702845,,,y,,,,,,,,scaffold9039_1_size2631_gene_31893Barcelona,,,,,44064
c10,7711754,,,y,,,,,,,GHXS01082859.1,,,,,,44064
c10,7730200,B1_LR.8580,,,y,,,,,,,,,,,,
c10,7740083,,,y,,,,,,,,scaffold9059_1_size2624_gene_31912Barcelona,,,,,08/21/2020
c10,7755537,,,,y,,PB.1488.1,,,,,,,,,"missing
",
c10,7758565,B1_LR.8581,,,y,,,,,,,,,,,,
c10,7762638,B1_LR.8582,,,y,,,,,,,,,,,,
c10,7762638,B1_LR.8583,y,,y,,,,,,,,,,,low cov,
c10,7767162,,,y,,,,,,,,scaffold4251_1_size7776_gene_22540Barcelona,,,,,44064
c10,7782555,,,y,,,,,,,,scaffold2994_1_size11106_gene_18838Barcelona,,,,,44064
c10,7788276,B1_LR.8584,,,y,,,,,,,,,,,,
c10,7792490,B1_LR.8585,,,y,,,,,,,,,,,,
c10,7797554,B1_LR.8586,y,,y,,PB.1493.1,,,,,,,,,fusion,
c10,7798810,,,,y,,PB.1494.1,,,,,,,,,fused,
c10,7802971,B1_LR.8587,,,y,,,,,,,,,,,,
c10,7811023,B1_LR.8588,,,y,,,,,,,,,,,,
c10,7815309,B1_LR.8589,,,y,,,,,,,,,,,,
c10,7835347,,,y,,,,,,,,scaffold1141_1_size27975_gene_10099Barcelona,,,,,44064
c10,7858036,B1_LR.8590,,,y,,,,,,,,,,probably incomplete,,
c10,7865501,B1_LR.8591,,,y,,,,,,,,,,,,
c10,7890068,B1_LR.8592,,,y,,,,,,,,,,maybe duplicate?,,
c10,7923092,,,y,,,,,,,GHXS01060752.1,,,,,,44064
c10,7937068,,,y,,,,,,,GHXS01072626.1,,,,,,44064
c10,7951260,B1_LR.8593,y,,y,,,a7cf130c-e1b5-4c71-98f6-70a5a2c65888,,,,,,,,no strand,
c10,7953151,B1_LR.8594,,,y,,,,,,,,,,maybe duplicate?,,
c10,7969905,,,y,,,,,,,,scaffold4727_1_size6679_gene_23836Barcelona,,,,,44064
c10,7971354,,,y,,,,,,,,scaffold5550_1_size5620_gene_25707Barcelona,,,,,44064
c10,8042238,,,y,,,,,,,,scaffold2628_1_size12814_gene_17496Barcelona,,,,,08/21/2020
c10,8058915,,,y,,,,,,,GHXS01063404.1,,,,,,08/21/2020
c11,1825,B1_LR.8595,,,y,,,,,,,,,,split in ML2,,
c11,1825,B1_LR.8596,y,,y,,,,,,,,,,,low cov,
c11,28506,B1_LR.8597,,,y,,,,,,,,,,,REVERSE STRAND,
c11,30939,B1_LR.8598,y,,y,,,51598753-ded5-4519-996e-9a4fd1beeb11,,,,,,,,no strand,
c11,33768,B1_LR.8599,y,,y,,PB.1503.2,,,,,,,,,no strand,
c11,43996,B1_LR.8600,,,y,,,,,,,,,,,,
c11,46854,,,y,,,,,,,,scaffold2081_1_size16056_gene_15239Barcelona,,,,,44064
c11,52797,B1_LR.8601,y,,y,,PB.1504,,,,,,,,,better isoforms,
c11,72135,B1_LR.8602,y,,y,,PB.1503.7,,,,,,,,,no strand,
c11,73466,B1_LR.8603,,,y,,,,,,,,,,,,
c11,83884,B1_LR.8604,,,y,,,,,,,,,,,,
c11,91689,B1_LR.8605,,,y,,,,,,,,,,,,
c11,95214,B1_LR.8606,,,y,,,,,,,,,,,,
c11,100260,B1_LR.8607,,,y,,,,,,,,,,,,
c11,102202,B1_LR.8608,,,y,,,,,,,,,,,,
c11,107503,B1_LR.8609,,,y,,PB.1503.23,f40913f9-ac71-4fc7-b3b8-3795345b2e7e,,,,,,,,add isoform,
c11,110646,B1_LR.8610,,,y,,,,,,,,,,,,
c11,118529,B1_LR.8611,,,y,,,,,,,,,,,,
c11,123151,B1_LR.8612,,,y,,,,,,,,,,,,
c11,127803,B1_LR.8613,,,y,,,,,,,,,,,,
c11,132922,B1_LR.8614,,,y,,,,,,,,,,,,
c11,139768,B1_LR.8615,,,y,,,,,,,,,,,,
c11,159734,,,,y,,PB.1508.2,,,,,,,,,first exon fusion,
c11,161247,B1_LR.8617,y,,y,,PB.1508.3,,,,,,,,,weird,
c11,161247,B1_LR.8618,y,,y,,,,,,,,,,,weird,
c11,165294,B1_LR.8619,,,y,,,,,,,,,,,,
c11,183857,B1_LR.8616,y,,y,,PB.1508.10,7100489a-1a15-4839-8e34-fe4a7e678aae,,,,,,,,first exon fusion,
c11,209549,,,y,,,,,,,,C4175669_gene_9705Marineland,,,,,44064
c11,222465,,,,y,,,b226bd94-8c78-4a34-ad04-fc1b7f698fa0,,,,,,,,first exon issue,
c11,229259,B1_LR.8621,y,,y,,,1290a55b-540a-41ce-a4af-c000425696cb,,,,,,,,wrong strand,
c11,242082,B1_LR.8622,y,,y,,PB.1509.1,,,,,,,,,no strand,
c11,258685,B1_LR.8623,y,,y,,PB.1503.61,,,,,,,,,no strand,
c11,259687,B1_LR.8624,,,y,,,,,,,,,,,,
c11,263372,B1_LR.8625,y,,y,,PB.1511.1,,,,,,,,,fusion,
c11,267117,,,,y,,PB.1512.1,,,,,,,,,fused,
c11,270640,B1_LR.8626,,,y,,,,,,,,,,,,
c11,282044,B1_LR.8627,,,y,,,,,,,,,,,,
c11,282081,,,y,,,,,,,GHXS01056377.1,,,,,,44064
c11,304169,,,y,,,,,,,,scaffold4154_1_size8061_gene_22268Barcelona,,,,,44064
c11,311718,,,y,,,,,,,GHXS01075357.1,,,,,,44064
c11,320142,B1_LR.8620,y,,y,,"PB.1503.62, PB.1503.63",,,,,,,,,first exon issue,
c11,324678,B1_LR.8628,,,y,antisense,,,,,,,,,,,
c11,337059,B1_LR.8629,,,y,antisense,,,,,,,,,,,
c11,342643,B1_LR.8630,y,,y,,PB.1515.1,,,,,,,,,no strand,
c11,345331,B1_LR.8631,,,y,,,,,,,,,,,,
c11,348085,B1_LR.8632,,,y,,,,,,,,,,,,
c11,350677,B1_LR.8633,y,,y,,PB.1518.1,,,,,,,,,no strand,
c11,355039,B1_LR.8634,,,y,,,,,,,,,,,,
c11,355952,B1_LR.8635,,,y,,,,,,,,,,,,
c11,356957,B1_LR.8636,,,y,,,,,,,,,,,,
c11,358496,B1_LR.8637,,,y,antisense,,,,,,,,,,,
c11,363158,B1_LR.8638,,,y,,,,,,,,,,,,
c11,364331,B1_LR.8639,y,,y,,PB.1519.1,,,,,,,,,no strand,
c11,367136,,,y,,,,,,,,scaffold2395_1_size14038_gene_16614Barcelona,,,,,44064
c11,370007,B1_LR.8640,,,y,,,,,,,,,,,,
c11,372756,B1_LR.8641,,,y,,,,,,,,,,,,
c11,378542,B1_LR.8642,,,y,antisense,,,,,,,,,,,
c11,391000,B1_LR.8643,,,y,,,,,,,,,,,,
c11,392908,B1_LR.8644,,,y,,,,,,,,,,,,
c11,413825,B1_LR.8645,y,,y,,PB.1525.3,,,,,,,,,fusion,
c11,416741,,,,y,,"PB.1525.5, PB.1525.6, PB.1525.7",,,,,,,,,fused,
c11,420848,B1_LR.8646,y,,y,,"PB.1526.2, PB.1526.5, PB.1526.4",,,,,,,,,fusion,
c11,423240,,,,y,,PB.1526.6,,,,,,,,,fused,
c11,426719,B1_LR.8647,,,y,,,,,,,,,,,,
c11,434819,B1_LR.8648,,,y,,,,,,,,,,,,
c11,448419,B1_LR.8649,,,y,,,,,,,,,,,,
c11,455704,B1_LR.8650,,,y,,,,,,,,,,,,
c11,458820,B1_LR.8651,,,y,,,,,,,,,,split in ML2,,
c11,458820,B1_LR.8652,y,,y,,,,,,,,,,,,
c11,460895,B1_LR.8653,,,y,antisense,,,,,,,,,,,
c11,475147,,,y,,,,,,,,scaffold1509_1_size21849_gene_12380Barcelona,,,,,44064
c11,484885,B1_LR.8654,,,y,antisense,,,,,,,,,,,
c11,499267,B1_LR.8655,,,y,,,,,,,,,Similar to Kinesin,,,
c11,511373,B1_LR.8656,,,y,,,,,,,,,,,,
c11,516339,B1_LR.8657,,,y,,,,,,,,,,,,
c11,539705,B1_LR.8658,,,y,,,,,,,,,,,,
c11,547332,B1_LR.8659,y,,y,,PB.1538.1,,,,,,,,,no strand,
c11,562054,B1_LR.8660,,,y,,,,,,,,,,,,
c11,566515,B1_LR.8661,y,,y,,PB.1540.1,,,,,,,,,better isoform,
c11,567470,,,y,,,,,,,,scaffold4358_1_size7511_gene_22873Barcelona,,,,,44064
c11,571490,B1_LR.8662,y,,y,,PB.1541.1,,,,,,,,,no strand,
c11,581240,B1_LR.8663,,,y,,,,,,,,,,,,
c11,584922,B1_LR.8664,,,y,,,,,,,,,,,,
c11,593000,B1_LR.8665,y,,y,,PB.1543.6,,,,,,,,,no strand,
c11,601197,B1_LR.8666,,,y,,,,,,,,,,,,
c11,606743,B1_LR.8667,,,y,,,,,,,,,,,,
c11,627101,B1_LR.8668,,,y,,,,,,,,,,,,
c11,629547,B1_LR.8669,,,y,,,,,,,,,,,,
c11,649633,B1_LR.8670,,,y,,,,,,,,,,,,
c11,671901,B1_LR.8671,,,y,,,,,,,,,,,,
c11,675487,B1_LR.8672,y,,y,,PB.1549.1,,,,,,,,,no strand,
c11,676377,B1_LR.8673,,,y,,,,,,,,,,,,
c11,686287,,,y,,,,,,,,scaffold4532_1_size7088_gene_23327Barcelona,,,,,44064
c11,696898,B1_LR.8674,y,,y,,PB.1550.1,,,,,,,,,,
c11,718505,B1_LR.8675,y,,y,,PB.1552.1,,,,,,,,,no strand,
c11,722629,B1_LR.8676,,,y,,,,,,,,,,,,
c11,748404,,,,y,,"PB.1554.2, PB.1554.1",,,,,,,,,,
c11,752901,B1_LR.8677,y,,y,,PB.1554.4,,,,,,,,,fusion,
c11,759071,B1_LR.8678,,,y,,,,,,,,,,split in ML2,,
c11,782716,B1_LR.8679,,,y,,,,,,,,,,,,
c11,797405,B1_LR.8680,y,,y,,PB.1556.1,,,,,,,,,no strand,
c11,801380,B1_LR.8681,,,y,,,,,,,,,,,,
