# <don't delete this hash char. this is a comment line.,,,,,ANNOTATIONS HERE - Each column corresponds to one file on github,,,,,,,,,
chromosome,stringtie_id,remove_st,DTS_checked,WRF_checked,spliced_in_intron,isoseq_hq_id,pinfish_id,isoseq_singleton_id,manual,augustus,gene_name,interesting,comment,Timestamp
c2,B1_LR.2187,,y,,,,,,,,,,,
c2,,,y,,,PB.3776.1,,,,,,,,
c2,B1_LR.2188,,y,,,,,,,,,,,
c2,B1_LR.2189,y,y,,,,,,,,,,,
c2,,,y,,,PB.3778.2,,,,,,y,operon,
c2,,,y,,,PB.3778.3,,,,,,y,operon,
c2,,,y,,,PB.3779.1,,,,,,y,operon,
c2,,,y,,,PB.3780.1,,,,,,y,operon,
c2,B1_LR.2190,,y,,,,,,,,,,,
c2,B1_LR.2191,,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3880.1,,,,,,
c2,B1_LR.2192,,y,,,,,,,,,,,
c2,B1_LR.2193,,y,,,,,,,,,,,
c2,B1_LR.2194,,y,,,,,,,,,,,
c2,B1_LR.2195,,y,,,,,,,,,,,
c2,B1_LR.2196,y,y,,,,,,,,,,,
c2,,,y,,,PB.3787.1,,,,,,,,
c2,,,y,,,PB.3788.1,,,,,,,,
c2,B1_LR.2197,,y,,,,,,,,,,,
c2,B1_LR.2198,,y,,,,,,,,,,,
c2,B1_LR.2199,,y,,,,,,,,,,,
c2,B1_LR.2200,,y,,,,,,,,,,,
c2,B1_LR.2201,,y,,,,,,,,,,,
c2,B1_LR.2202,,y,,,,,,,,,,,
c2,B1_LR.2203,,y,,,,,,,,,,,
c2,B1_LR.2204,,y,,,,,,,,,,,
c2,B1_LR.2205,,y,,,,,,,,,,,
c2,B1_LR.2206,,y,,,,,,,,,,,
c2,B1_LR.2207,y,y,,,,,,,,,,,
c2,,,y,,,PB.3798.12,,,,,,,,
c2,,,y,,,,,PBsin.3896.23,,,,,,
c2,B1_LR.2208,,y,,,,,,,,,,FORWARD STRAND,
c2,,,y,,,PB.3799.1,,,,,,,,
c2,,,y,,,PB.3800.1,,,,,,,,
c2,B1_LR.2209,,y,,,,,,,,,,,
c2,B1_LR.2210,y,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3802.1,,,,,,
c2,B1_LR.2211,,y,,,,,,,,,,,
c2,B1_LR.2212,,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3902.54,,,,,,
c2,B1_LR.2213,,y,,,,00899b2f-f36a-4b2b-b27e-3419f3b9afa8,,,,,,,
c2,B1_LR.2214,,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3905.1,,,,,,
c2,B1_LR.2215,y,y,,,,,,,,,,,
c2,,,y,,,PB.3906.1,,,,,,,,
c2,B1_LR.2216,y,y,,,,,,,,,,,
c2,,,y,,,PB.3810.1,,,,,,,,
c2,,,y,,,PB.3811.1,,,,,,,,
c2,,,y,,,"PB.3812.2, PB.3812.1, PB.3812.4, PB.3812.5",,,,,,,,
c2,B1_LR.2217,,y,,,,,,,,,,,
c2,B1_LR.2218,,y,,,,,,,,,,,
c2,B1_LR.2219,,y,,,,,,,,,,,
c2,B1_LR.2220,,y,,,,,,,,,,,
c2,B1_LR.2221,y,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3912.1,,,,,,
c2,,,y,,,,,PBsin.3913.1,,,,,,
c2,B1_LR.2222,,y,,,,,,,,,,,
c2,B1_LR.2223,y,y,,,,,,,,,,fused in stringtie,
c2,,,y,,,PB.3819.1,,,,,,y,operon,
c2,,,y,,,"PB.3820.1, PB.3820.2",,,,,,y,operon,
c2,B1_LR.2224,,y,,,,,,,,,,,
c2,B1_LR.2225,y,y,,,,,,,,,,fused in stringtie,
c2,B1_LR.2225.5,,y,,,,,,,,,,,
c2,,,y,,,PB.3822.9,,,,,,,,
c2,B1_LR.2226,,y,,,,,,,,,,,
c2,B1_LR.2227,,y,,,,,,,,,,,
c2,B1_LR.2228,,y,,,,,,,,,,,
c2,B1_LR.2229,y,y,,,,,,,,,,,
c2,B1_LR.2229.1,,y,,,,,,,,,y,operon,
c2,B1_LR.2229.2,,y,,,,,,,,,y,operon,
c2,,,y,,,PB.3837.14,,,,,,y,operon,
c2,B1_LR.2230,,y,,,,,,,,,y,operon,
c2,B1_LR.2225.1,,y,,,,,,,,,y,operon,
c2,B1_LR.2231,y,y,,,,,,,,,y,one transcript has multiple genes,
c2,,,y,,,"PB.3822.10, PB.3822.11",,,,,,,,
c2,,,y,,,,,PBsin.3916.6,,,,,,
c2,,,y,,,,,PBsin.3916.7,,,,,,
c2,,,y,,,PB.3822.13,,,,,,,,
c2,,,y,,,"PB.3822.12, PB.3822.14, PB.3822.15, PB.3822.16",,,,,,,,
c2,,,y,,,PB.3928.2,,,,,,,,
c2,B1_LR.2232,,y,,,,,,,,,,,
c2,,,y,,,"PB.3838.2, PB.3838.12",,,,,,,,
c2,,,y,,,PB.3838.18,,,,,,,,
c2,B1_LR.2233,,y,,,,,,,,,,,
c2,B1_LR.2234,,y,,,,,,,,,,,
c2,B1_LR.2235,y,y,,,,,,,,,y,"operon, fused by stringtie",
c2,,,y,,,"PB.3822.24, PB.3822.22, PB.3822.23,PB.3822.25",,,,,,y,operon,
c2,,,y,,,"PB.3822.39, PB.3822.40, PB.3822.41",,,,,,y,operon,
c2,B1_LR.2236,y,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3930.2,,,,,,
c2,B1_LR.2237,,y,,,PB.3822.44,,,,,,y,operon,
c2,B1_LR.2238,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2239,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,,,y,,,PB.3838.27,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2240,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2241,y,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,,,y,,,PB.3838.29,,,,,,y,"weird nested gene structure, operon",
c2,,,y,,,,,"PBsin.3930.26, PBsin.3930.27",,,,y,"weird nested gene structure, operon",
c2,,,y,,,,2b3aa12e-23ab-461f-ab7a-253bc3c4d6a1,,,,,y,"weird nested gene structure, operon",
c2,,,y,,,,80d258ca-7110-4ddd-863e-f42709001818,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2242,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2243,y,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,,,y,,,PB.3823.1,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2244,y,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,,,y,,,PB.3824.1,,,,,,y,"weird nested gene structure, operon",
c2,,,y,,,PB.3824.4,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2245,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2246,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2247,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2248,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2249,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2250,,y,,,,,PBsin.3930.29,,,,y,"weird nested gene structure, operon",
c2,,,y,,,PB.3838.34,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2251,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,,,y,,,"PB.3838.36, PB.3838.37",,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2252,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2253,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2254,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,,,y,,,PB.3832.1,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2255,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2256,y,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2257,,y,,,,,PBsin.3926.32,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2258,,y,,,PB.3838.50,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2259,y,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,,,y,,,PB.3834.1,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2260,,y,,,,,,,,,y,"weird nested gene structure, operon",
c2,B1_LR.2261,,y,,,,,,,,,,,
c2,B1_LR.2262,,y,,,,,,,,,,,
c2,B1_LR.2263,,y,,antisense,,,,,,,y,,
c2,B1_LR.2264,y,y,,,,,,,,,,fused in stringtie,
c2,,,y,,antisense,,597a4797-e0a9-4daa-b372-10060f2e8afa,,,,,y,,
c2,,,y,,antisense,PB.3838.54,,,,,,y,,
c2,B1_LR.2265,,y,,,,,,,,,,,
c2,B1_LR.2266,,y,,,,,,,,,,,
c2,B1_LR.2267,,y,,,,,,,,,,,
c2,B1_LR.2268,,y,,,,,,,,,,,
c2,B1_LR.2269,,y,,,,,,,,,,,
c2,B1_LR.2270,y,y,,,,,,,,,,,
c2,,,y,,,PB.3835.30,,,,,,,,
c2,B1_LR.2271,,y,,,,,,,,Hydroxyphenylpyruvate dioxygenase,,,
c2,B1_LR.2272,,y,,,,,,,,,,,
c2,B1_LR.2273,y,y,,,,,,,,,,,
c2,,,y,,,,d0bdfd9b-8248-4700-b1f2-66f0cd5a5c07,,,,,,,
c2,,,y,,,,1ed8833d-0c5a-43c1-a692-15bcc6a525eb,,,,,,,
c2,B1_LR.2274,,y,,,,,,,,,,,
c2,B1_LR.2275,y,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3934.1,,,,,,
c2,B1_LR.2276,,y,,,,,,,,Voltage gated sodium channel group 2,,,
c2,B1_LR.2277,,y,,,,,,,,,,,
c2,B1_LR.2278,,y,,,,,,,,,,,
c2,B1_LR.2279,,y,,,,,,,,,,,
c2,B1_LR.2280,,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3940.1,,,,,,
c2,B1_LR.2281,y,y,,,,,,,,,,fused in stringtie,
c2,,,y,,,PB.3846.1,,,,,,,,
c2,,,y,,,PB.3847.1,,,,,,,,
c2,B1_LR.2282,,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3941.2,,,,,,
c2,B1_LR.2283,,y,,antisense,,,,,,,,,
c2,B1_LR.2284,,y,,,,,,,,,,,
c2,,,y,,,"PB.3851.2, PB.3851.1",,,,,,,,
c2,,,y,,,PB.3852.2,,,,,,,,
c2,B1_LR.2285,,y,,,,,,,,,,,
c2,B1_LR.2286,,y,,,,,,,,,,,
c2,B1_LR.2287,y,y,,,,,,,,,,,
c2,,,y,,,PB.3854.1,,,,,,y,operon,
c2,,,y,,,PB.3855.1,,,,,,y,operon,
c2,B1_LR.2288,,y,,,,,,,,,y,operon,
c2,B1_LR.2289,,y,,,,,,,,,y,operon,
c2,,,y,,,"PB.3857.1, PB.3857.2",,,,,,y,operon,
c2,,,y,,,PB.3857.4,,,,,,y,operon,
c2,B1_LR.2290,,y,,,,,,,,,y,operon,
c2,B1_LR.2291,,y,,,,,,,,,y,operon,
c2,,,y,,,,,PBsin.3948.1,,,,,,
c2,B1_LR.2292,,y,,,,,,,,,,,
c2,B1_LR.2293,,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3951.1,,,,,,
c2,B1_LR.2294,,y,,,,,,,,,,,
c2,,,y,,,PB.3862.1,,,,,,,,
c2,,,y,,,PB.3863.4,,,,,,,,
c2,B1_LR.2295,,y,,,"PB.3864.1, PB.3864.5, PB.3864.6, PB.3864.2, PB.3864.3",,,,,,,,
c2,B1_LR.2296,y,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3953.2,,,,,,
c2,,,y,,,PB.3865.1,,,,,,,,
c2,,,y,,,PB.3866.1,,,,,,,,
c2,B1_LR.2297,,y,,,,,,,,,,,
c2,B1_LR.2298,,y,,,,,,,,,,,
c2,B1_LR.2299,,y,,,,,,,,,,,
c2,B1_LR.2300,,y,,,,,,,,,,,
c2,B1_LR.2301,,y,,,,,,,,,y,weird structure,
c2,B1_LR.2302,y,y,,,,,,,,,,,
c2,,,y,,,PB.3871.4,,,,,,,,
c2,B1_LR.2303,,y,,,,,,,,,,,
c2,B1_LR.2304,,y,,,,,,,,,,,
c2,B1_LR.2305,,y,,,,,,,,,,,
c2,B1_LR.2306,,y,,,,,,,,,,,
c2,B1_LR.2307,,y,,,,,,,,,,,
c2,B1_LR.2308,,y,,,,,,,,,,,
c2,B1_LR.2309,y,y,,,,,,,,,,,
c2,,,y,,,PB.3878.1,,,,,,,,
c2,,,y,,,,,PBsin.3964.1,,,,,,
c2,,,y,,,,,PBsin.3965.1,,,,,,
c2,B1_LR.2310,y,y,,,,,,,,,,,
c2,,,y,,,PB.3879.5,,,,,,,,
c2,B1_LR.2311,,y,,,,,,,,,,,
c2,B1_LR.2312,,y,,,,ee9b272b-a6df-4499-af17-82d670072cf6,,,,,,,
c2,B1_LR.2313,,y,,,,,,,,,,,
c2,B1_LR.2314,y,y,,,,,,,,,,,
c2,,,y,,,PB.3883.1,,,,,,,weird gene sructure,
c2,,,y,,,"PB.3882.1, PB.3882.6, PB.3882.2, PB.3882.3, PB.3882.4",,,,,,,weird gene sructure,
c2,B1_LR.2314.2,,y,,,,b42db739-3f8a-4a20-8d37-c6a1d0e910d8,PBsin.3970.41,,,,y,weird gene sructure,
c2,B1_LR.2315,,y,,,,,,,,,,,
c2,B1_LR.2316,,y,,,,,,,,,,,
c2,,,y,,,PB.3887,,,,,,y,operon,
c2,B1_LR.2317,y,y,,,,,,,,,y,operon,
c2,,,y,,,,963d6df1-2fe3-44e6-933e-467474d1c0dc,,,,,y,operon,
c2,,,y,,,PB.3888.4,,,,,,y,operon,
c2,,,y,,,,6a61d423-c8a9-4b49-9a59-5405a7534aad,,,,,y,operon,
c2,,,y,,,,59d0c96e-dc1e-4ba3-8db9-98a8261efb57,,,,,y,operon,
c2,,,y,,,PB.3888.9,,,,,,y,operon,
c2,B1_LR.2318,y,y,,,,,,,,,,,
c2,,,y,,,PB.3889.1,,,,,,,,
c2,B1_LR.2319,,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.3978.1,,,,,,
c2,B1_LR.2320,,y,,,,,,,,,,,
c2,B1_LR.2321,,y,,,,,,,,,,,
c2,B1_LR.2322,,y,,,,,,,,,,,
c2,B1_LR.2323,,y,,,,,,,,,,,
c2,B1_LR.2324,y,y,,,,,,,,,,,
c2,,,y,,,PB.3894.1,,,,,,,,
c2,B1_LR.2325,,y,,,,,,,,,,,
c2,B1_LR.2326,y,y,,,,,,,,,,,
c2,,,y,,,PB.3896.1,,,,,,,,
c2,B1_LR.2327,,y,,,,,,,,,y,operon,
c2,B1_LR.2328,y,y,,,,,,,,,y,operon,
c2,B1_LR.2329,y,y,,,,,,,,,y,operon,
c2,,,y,,,,8737f0b3-3836-4fac-ad55-91ff3fb1b081,,,,,y,operon,
c2,B1_LR.2330,y,y,,,,,,,,,y,operon,
c2,,,y,,,PB.3899.1,,,,,,y,operon,
c2,,,y,,,PB.3900.1,,,,,,y,operon,
c2,B1_LR.2331,y,y,,,,,,,,,y,operon,
c2,,,y,,,PB.3901.1,,,,,,y,operon,
c2,B1_LR.2332,y,y,,,,,,,,,,,
c2,,,y,,,PB.3902,,,,,,,,
c2,B1_LR.2333,,y,,,,,,,,,,,
c2,,,y,,,PB.3904.2,,,,,,,,
c2,,,y,,,PB.3905.1,,,,,,,,
c2,B1_LR.2334,,y,,,,,,,,,,,
c2,B1_LR.2335,,y,,,,,,,,,,,
c2,B1_LR.2336,,y,,,,,,,,,,,
c2,B1_LR.2337,,y,,,PB.3908.2,,,,,,,,
c2,B1_LR.2338,,y,,,,,,,,,,,
c2,B1_LR.2339,,y,,,,,,,,,,,
c2,B1_LR.2340,,y,,,PB.3911.1,,,,,,,,
c2,,,y,,,PB.3912.1,,,,,,,,
c2,B1_LR.2341,y,y,,,,,,,,,,fused in stringtie,
c2,,,y,,,PB.3913.3,,,,,,y,operon,
c2,,,y,,,,,PBsin.3999.8,,,,y,operon,
c2,,,y,,,PB.3913.8,,,,,,y,operon,
c2,,,y,,,PB.3913.10,,,,,,y,operon,
c2,,,y,,,PB.3914.2,,,,,,y,operon,
c2,,,y,,,,c68cd12a-5286-4b88-9c25-853a781cab3b,,,,,y,operon,
c2,,,y,,,PB.3915.1,,,,,,y,operon,
c2,B1_LR.2342,,y,,,,,,,,,,,
c2,B1_LR.2343,y,y,,,,,,,,,,,
c2,,,y,,,,,PBsin.4001.1,,,,,,
c2,B1_LR.2344,y,y,,,,,,,,,,,
c2,,,y,,,PB.3918.1,,,,,,,,
c2,B1_LR.2345,,y,,,,,,,,,,,
c2,B1_LR.2346,,y,,,,,,,,,,,
c2,B1_LR.2347,,y,,,,,,,,,,,
c2,B1_LR.2348,y,y,,,,,,,,,,,
c2,,,y,,,PB.3922.1,,,,,,,,
c2,B1_LR.2349,,y,,,,6c7c619f-337e-4e91-a5e2-77cc5c471bb7,,,,,,,
c2,B1_LR.2350,y,y,,,,,,,,,,,
c2,B1_LR.2351,y,y,,,,,,,,,,,
c2,,,y,,,,42ba643f-41c3-428a-b13f-a03248b0891d,,,,,,,
c2,,,y,,,,2d81bcf8-6a2e-46a6-8c19-e2ddd9a4c09e,,,,,,,
c2,B1_LR.2352,,y,,,,,,,,,,,
c2,B1_LR.2353,y,y,,,,,,,,,,,
c2,B1_LR.2354,y,y,,,,,,,,,,,
c2,B1_LR.2355,,y,,,,,,,,,,,
c2,B1_LR.2356,,y,,,,,,,,,,,
c2,B1_LR.2357,,y,,,,,,,,,y,goes off the edge of c2,
c3,B1_LR.2358,y,y,,,,,,,,,,,
c3,B1_LR.2358.1,,y,,,PB.3928.1,,,,,,,,
c3,B1_LR.2358.2,,y,,,,,,,,,,,
c3,B1_LR.2359,,y,,,,,PBsin.4023.5,,,,,REVERSE STRAND,
c3,B1_LR.2360,,y,,,,,,,,,,,
c3,B1_LR.2361,y,y,,,,,,,,,,,
c3,,,y,,,,,PBsin.4023.3,,,,,,
c3,,,y,,,,c398d9d6-d56b-4258-accd-09cf5a713723,,,,,,,
c3,,,y,,,,75fa9462-5c85-4a8b-ae54-2535e99e5cf8,,,,,,,
c3,B1_LR.2362,,y,,,,,,,,,,,
c3,B1_LR.2363,y,y,,,,,,,,,,,
c3,B1_LR.2364,,y,,,,,,,,,,,
c3,B1_LR.2365,,y,,,,,,,,,,,
c3,,,y,,,,,PBsin.4027.5,,,,,,
c3,B1_LR.2366,y,y,,,,,,,,,,,
c3,B1_LR.2367,y,y,,,,,,,,,,,
c3,,,y,,,PB.3932.1,,,,,,,,
c3,B1_LR.2368,,y,,,,,,,,,,,
c3,,,y,,,,ddc8679f-8be5-40ae-a28a-99f3d5110e91,,,,,,,
c3,,,y,,,,,PBsin.4031.1,,,,,,
c3,B1_LR.2369,,y,,,,,,,,,,,
c3,,,y,,,PB.3935.1,,,,,,,,
c3,,,y,,,PB.3936.1,,,,,,,,
c3,B1_LR.2370,,y,,,,,,,,,,,
c3,B1_LR.2371,y,y,,,,,,,,,,,
c3,,,y,,,,9d8092ec-2f02-4c5a-bbdd-250b808cff8f,,,,Glutathione transferase,,,05/03/2020 07:38
c3,,,y,,,,525c88b2-789a-4410-8997-297c310482a4,,,,,,,
c3,B1_LR.2372,,y,,,,,,,,,,,
c3,,,y,,,,,PBsin.4038.1,,,,,,
c3,,,y,,,,,PBsin.4039.1,,,,,,
c3,B1_LR.2373,,y,,,,,,,,,,,
c3,B1_LR.2374,y,y,,,,,,,,,,,
c3,,,y,,,PB.3939.1,,,,,,,,
c3,B1_LR.2375,y,y,,,,,,,,,,,
c3,,,y,,,PB.3940.1,,,,,,,,
c3,,,y,,,"PB.3940.5, PB.3940.6",,,,,,,,
c3,B1_LR.2376,,y,,,,,,,,,,,
c3,B1_LR.2377,,y,,,,,,,,,,,
c3,B1_LR.2378,y,y,,,,,,,,,,,
c3,,,y,,,PB.3943.1,,,,,,,,
c3,B1_LR.2379,,y,,,,,,,,,,REVERSE STRAND,
c3,B1_LR.2380,,y,,,,,,,,,,,
c3,B1_LR.2381,,y,,,,,,,,,,,
c3,B1_LR.2382,,y,,,,,,,,,,,
c3,B1_LR.2383,,y,,,,,,,,,,,
c3,B1_LR.2384,,y,,,,,,,,,,,
c3,B1_LR.2385,y,y,,,,,,,,,,,
c3,,,y,,,PB.3949.1,,,,,,,,
c3,B1_LR.2386,,y,,,,,,,,,,,
c3,B1_LR.2387,,y,,,,,,,,,,,
c3,B1_LR.2388,,y,y,,,,,,,,split in ML2,,
c3,B1_LR.2389,y,y,,,,,,,,,,,
c3,,,y,,,PB.3953.1,,,,,,,,
c3,B1_LR.2390,,y,,,,,,,,,,,
c3,B1_LR.2391,,y,,,,,,,,,,,
c3,B1_LR.2392,,y,,,,,,,,,,,
c3,B1_LR.2393,,y,,,,,,,,,,,
c3,B1_LR.2394,,y,,,,,,,,,,,
c3,,,y,,,PB.3958.1,,,,,,,,
c3,B1_LR.2395,,y,,,,,,,,,,,
c3,,,y,,,,,PBsin.4062.1,,,,,,
c3,,,y,,,,2c1ecd51-b59c-4972-8392-0fca80bd415f,,,,,,,
c3,,,y,,,,,PBsin.4063.1,,,,,,
c3,B1_LR.2396,y,y,,,,,,,,,,,
c3,,,y,,,PB.3960.1,,,,,,,,
c3,B1_LR.2397,,y,,,,,,,,,,,
c3,B1_LR.2398,,y,,,,,,,,,,,
c3,,,y,,,,,PBsin.4066.1,,,,,,
c3,B1_LR.2399,,y,,,,,,,,,,,
c3,B1_LR.2400,,y,,,,,,,,,,,
c3,B1_LR.2401,,y,,,,,,,,,,,
c3,B1_LR.2402,y,y,,,,,,,,,,,
c3,,,y,,,"PB.3966.2, PB.3966.1, PB.3966.3",,,,,,,,
c3,,,y,,,,,"PBsin.4070.45, PBsin.4070.46",,,,,,
c3,B1_LR.2403,y,y,,,,,,,,,,,
c3,B1_LR.2404,,y,,,,,,,,,,,
c3,B1_LR.2405,,y,,,,,,,,,,,
c3,B1_LR.2406,,y,,,,,,,,,,,
c3,B1_LR.2407,,y,,,,,,,,,,,
c3,,,y,,,,9c986628-1018-41af-96fd-1b577fe4efc0,,,,,,,
c3,B1_LR.2408,,y,,,,,,,,,,,
c3,,,y,,,,1374f5fb-dbf3-4cbb-a4a3-754c02404507,,,,,,,
c3,,,y,,,PB.3973.1,,,,,,,,
c3,B1_LR.2409,y,y,,,,,,,,,,,
c3,,,y,,,PB.3974.1,,,,,,,,
c3,B1_LR.2410,y,y,,,,,,,,,,,
c3,,,y,,,PB.3975.2,,,,,,,,
c3,,,y,,,"PB.3976.2, PB.3976.1",,PBsin.4077.1,,,,,,
c3,B1_LR.2411,y,y,,,,,,,,,,,
c3,,,y,,,PB.3977.5,,,,,,,,
c3,,,y,,,PB.3977.10,,,,,,,,
c3,B1_LR.2412,,y,,,,,,,,,,,
c3,B1_LR.2413,,y,,,,,,,,,,,
c3,B1_LR.2414,,y,,,,,,,,,,,
c3,B1_LR.2415,,y,,,,,,,,,,,
c3,B1_LR.2416,,y,,,,,,,,,,,
c3,B1_LR.2417,,y,,y,,,,,,,,,
c3,B1_LR.2418,,y,,y,,,,,,,,,
c3,,,y,,y,PB.3981.21,,,,,,,,
c3,,,y,,y,PB.3981.22,,,,,,,,
c3,B1_LR.2419,,y,,y,,,,,,,,,
c3,B1_LR.2420,y,y,,,,,,,,,,,
c3,,,y,,y,PB.3981.23,,,,,,,,
c3,B1_LR.2421,y,y,,,,,,,,,,fused by stringtie,
c3,,,y,,y,"PB.3977.35, PB.3977.36",,,,,,y,operon,
c3,,,y,,y,PB.3977.37,,,,,,y,operon,
c3,B1_LR.2422,,y,,y,,,,,,,,,
c3,B1_LR.2423,,y,,y,,,,,,,,,
c3,B1_LR.2424,,y,,y,,,,,,,,,
c3,B1_LR.2425,,y,,y,,,,,,,,,
c3,B1_LR.2426,,y,,,,,,,,,,,
c3,B1_LR.2427,,y,,,,,,,,,,,
c3,B1_LR.2428,,y,,,,,,,,,,,
c3,B1_LR.2429,y,y,,,,,,,,,,,
c3,,,y,,,PB.3984.1,,,,,,,,
c3,B1_LR.2430,,y,,,,,,,,,,,
c3,B1_LR.2431,,y,,,,,,,,,,,
c3,B1_LR.2432,y,y,,,,,,,,,,,
c3,B1_LR.2433,y,y,,,,,,,,,,,
c3,,,y,,,,,PBsin.4087.1,,,,,,
c3,,,y,,,PB.3986.1,,,,,,,,
c3,,,y,,,PB.3987.1,,,,,,,,
c3,B1_LR.2434,y,y,,,,,,,,,,fused in stringtie,
c3,,,y,,,PB.3988,,,,,,,,
c3,,,y,,,PB.3989,,,,,,,,
c3,B1_LR.2435,y,y,,,,,,,,,,,
c3,B1_LR.2436,,y,,,,,,,,,,REVERSE STRAND,
c3,B1_LR.2437,,y,,,,,,,,,,,
c3,B1_LR.2438,y,y,,,,,,,,,,,
c3,,,y,,,PB.3991,,,,,,,,
c3,B1_LR.2439,,y,,,,,,,,,,,
c3,B1_LR.2440,,y,,,,,,,,,,,
c3,B1_LR.2441,y,y,,,,,,,,,,,
c3,,,y,,,PB.3994.1,,,,,,,,
c3,,,y,,,PB.3994.17,,,,,,,,
c3,B1_LR.2442,,y,,,,,,,,,,,
c3,B1_LR.2443,,y,,,,,,,,,,,
c3,B1_LR.2444,,y,,,,,,,,,,,
c3,,,y,,,,,PBsin.4097,,,,,,
c3,B1_LR.2445,,y,,,,,,,,,,,
c3,B1_LR.2446,,y,,,,,,,,,,,
c3,B1_LR.2447,,y,,,,,,,,,,,
c3,B1_LR.2448,,y,,,,,,,,,,,
c3,B1_LR.2449,,y,,,,,,,,,,,
c3,B1_LR.2450,,y,,,,,,,,,,,
c3,B1_LR.2451,,y,,,,,,,,,,,
c3,B1_LR.2452,,y,,,,,,,,,,,
c3,B1_LR.2453,,y,,,,,,,,,,,
c3,B1_LR.2454,,y,,,,,,,,,,,
c3,B1_LR.2455,,y,,,,,,,,,,,
c3,B1_LR.2456,y,y,,,,,,,,,,,
c3,,,y,,,PB.4005.1,,,,,,,,
c3,B1_LR.2457,,y,,,,,,,,,,,
c3,B1_LR.2458,,y,,,,,,,,,,,
c3,,,y,,,PB.4008.1,,,,,,,,
c3,B1_LR.2459,,y,,,,,,,,,,,
c3,B1_LR.2460,y,y,,,,,,,,,,,
c3,,,y,,,PB.4010.1,,,,,,,,
c3,B1_LR.2461,y,y,,,,,,,,,,,
c3,,,y,,,,,PBsin.4115.3,,,,,,
c3,B1_LR.2462,,y,,,,,,,,,,,
c3,B1_LR.2463,,y,,,,,,,,,,,
c3,B1_LR.2464,,y,,,,,,,,,,,
c3,B1_LR.2465,,y,,,,,,,,,,,
c3,B1_LR.2466,y,y,,,,,,,,,,,
c3,,,y,,,,,PBsin.4119.1,,,,,,
c3,B1_LR.2467,,y,y,,,,,,,,split in ML2,,
c3,,,y,,,,,PBsin.4120.1,,,,,,
c3,,,y,,,PB.4017.1,,,,,,,,
c3,B1_LR.2468,,y,,,,,,,,,,,
c3,B1_LR.2469,,y,,,,,"PBsin.4121.14, PBsin.4121.15, PBsin.4121.16",,,,,,
c3,B1_LR.2470,,y,,,,,,,,,,,
c3,B1_LR.2471,,y,,,,,,,,,,,
c3,B1_LR.2472,,y,,,,,,,,,,,
c3,B1_LR.2473,,y,,,,,,,,,,,
c3,B1_LR.2474,,y,,,,,,,,,,,
c3,B1_LR.2475,,y,,,,,,,,,,,
c3,B1_LR.2476,y,y,,,,,,,,,,,
c3,,,y,,,PB.4025.1,,,,,,,,
c3,,,y,y,,,,,"wrf4033.1,wrf4033.2",,,,use pb.4033.1_and_2.gff,
c3,,,y,y,,PB.4033.3,,,,,,,,
c3,B1_LR.2477,,y,,,,,,,,,,,
